trade_date,ASSET_1,ASSET_2,ASSET_3,ASSET_4,ASSET_5,ASSET_6,ASSET_7,ASSET_8
2024-02-05,0.0,0.1,0.1,0.0,-0.1,-0.1,0.0,0.0
2024-02-06,0.0,0.16,0.06,0.0,-0.06,-0.16,-0.1,0.1
2024-02-07,0.0,0.212941,0.171765,0.0,-0.024706,-0.212941,-0.188235,0.041176
2024-02-08,0.0,0.25,0.25,0.0,0.0,-0.25,-0.25,0.0
2024-02-09,-0.2,0.25,0.25,0.0,0.0,-0.05,-0.25,0.0
2024-02-12,0.0,0.25,0.25,0.0,0.0,-0.25,-0.25,0.0
2024-02-13,-0.2,0.25,0.25,0.0,0.0,-0.05,-0.25,0.0
2024-02-14,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-15,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-16,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-19,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-20,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-21,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-22,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-23,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-26,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-27,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-28,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-02-29,-0.25,0.25,0.25,0.0,0.0,0.0,-0.25,0.0
2024-03-01,-0.25,0.25,0.15,-0.1,0.0,0.0,-0.15,0.1
2024-03-04,-0.25,0.25,0.075,-0.05,0.0,-0.125,-0.075,0.175
2024-03-05,-0.25,0.25,0.0,0.0,0.0,-0.25,0.0,0.25
2024-03-06,-0.25,0.25,0.0,0.0,0.0,-0.25,0.2,0.05
2024-03-07,-0.246898,0.246898,0.0,0.0,0.0,-0.246898,0.246898,0.0
2024-03-08,-0.25,0.25,0.0,0.0,0.0,-0.25,0.25,0.0
2024-03-11,-0.25,0.25,0.0,0.0,0.0,-0.25,0.25,0.0
2024-03-12,-0.05,0.25,0.0,-0.2,0.0,-0.25,0.25,0.0
2024-03-13,-0.235463,0.235463,0.0,0.0,0.0,-0.235463,0.235463,0.0
2024-03-14,-0.056471,0.242282,0.0,-0.18581,0.0,-0.242282,0.242282,0.0
2024-03-15,-0.019797,0.084936,0.0,-0.21864,0.153502,-0.238437,0.238437,0.0
2024-03-18,0.0,0.0,0.0,-0.24271,0.24271,-0.24271,0.24271,0.0
2024-03-19,0.0,0.0,0.0,-0.241077,0.052455,-0.241077,0.241077,0.188622
2024-03-20,0.0,0.0,0.0,-0.241387,0.235675,-0.241387,0.241387,0.005712
2024-03-21,0.0,0.0,0.0,-0.24715,0.24715,-0.24715,0.24715,0.0
2024-03-22,0.197968,0.0,0.0,-0.249685,0.051716,-0.249685,0.249685,0.0
2024-03-25,0.25,0.0,0.0,-0.25,0.0,-0.25,0.25,0.0
2024-03-26,0.245108,0.196087,0.0,-0.245108,0.0,-0.245108,0.049022,0.0
2024-03-27,0.081502,0.225198,0.0,-0.241499,0.159996,-0.241499,0.0163,0.0
2024-03-28,0.0,0.25,0.0,-0.25,0.25,-0.25,0.0,0.0
2024-03-29,0.0,0.25,0.0,-0.25,0.25,-0.25,0.0,0.0
2024-04-01,0.0,0.25,0.0,-0.25,0.25,-0.25,0.0,0.0
2024-04-02,0.0,0.25,0.0,-0.25,0.25,-0.25,0.0,0.0
2024-04-03,0.0,0.25,0.0,-0.25,0.25,-0.25,0.0,0.0
2024-04-04,0.0,0.25,0.0,-0.25,0.25,-0.25,0.0,0.0
2024-04-05,0.0,0.05,0.2,-0.25,0.25,-0.25,0.0,0.0
2024-04-08,0.0,0.25,0.0,-0.25,0.25,-0.25,0.0,0.0
2024-04-09,0.0,0.245143,0.0,-0.245143,0.245143,-0.245143,0.0,0.0
2024-04-10,0.10118,0.25,0.0,-0.25,0.14882,-0.14882,0.0,-0.10118
2024-04-11,0.043557,0.25,0.0,-0.107623,0.206443,-0.206443,0.0,-0.185934
2024-04-12,0.116755,0.161358,0.0,-0.069463,0.133245,-0.221887,0.088642,-0.20865
2024-04-15,0.189953,0.072716,0.0,-0.031303,0.060047,-0.237331,0.177284,-0.231366
2024-04-16,0.25,0.0,0.0,0.0,0.0,-0.25,0.25,-0.25
2024-04-17,0.25,0.0,0.0,0.0,0.0,-0.25,0.25,-0.25
2024-04-18,0.25,0.0,0.0,-0.2,0.0,-0.05,0.25,-0.25
2024-04-19,0.15,0.1,0.0,-0.12,-0.1,-0.03,0.25,-0.25
2024-04-22,0.207143,0.042857,-0.142857,-0.051429,-0.042857,-0.012857,0.25,-0.25
2024-04-23,0.25,0.0,-0.25,0.0,0.0,0.0,0.25,-0.25
2024-04-24,0.25,0.0,-0.05,0.0,-0.2,0.0,0.25,-0.25
2024-04-25,0.083333,0.0,-0.016667,0.166667,-0.233333,0.0,0.25,-0.25
2024-04-26,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-04-29,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-04-30,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-01,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-02,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-03,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-06,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-07,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-08,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-09,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-05-10,0.198875,0.0,0.0,0.049719,-0.248594,0.0,0.248594,-0.248594
2024-05-13,0.040712,0.0,0.0,0.010178,-0.25,0.199111,0.25,-0.25
2024-05-14,0.0,0.0,0.0,0.0,-0.25,0.25,0.25,-0.25
2024-05-15,0.0,0.0,0.0,0.2,-0.25,0.25,0.05,-0.25
2024-05-16,0.0,0.0,0.0,0.25,-0.25,0.25,0.0,-0.25
2024-05-17,0.0,0.0,0.0,0.25,-0.25,0.25,0.0,-0.25
2024-05-20,0.0,0.0,-0.2,0.25,-0.25,0.25,0.0,-0.05
2024-05-21,0.0,0.0,-0.233333,0.083333,-0.25,0.25,0.166667,-0.016667
2024-05-22,0.0,0.0,-0.116667,0.166667,-0.25,0.25,0.083333,-0.133333
2024-05-23,0.0,0.136364,-0.05303,0.075758,-0.25,0.25,0.037879,-0.19697
2024-05-24,0.0,0.062894,-0.159153,0.169635,-0.25,0.25,0.017471,-0.090847
2024-05-27,0.0,0.029335,-0.07423,0.07912,-0.238265,0.238265,0.129811,-0.164035
2024-05-28,0.0,0.009042,-0.183482,0.024386,-0.234041,0.234041,0.200613,-0.050559
2024-05-29,0.0,0.002725,-0.218847,0.170901,-0.234084,0.234084,0.060458,-0.015237
2024-05-30,0.0,0.0,-0.243764,0.243764,-0.243764,0.243764,0.0,0.0
2024-05-31,0.0,0.0,-0.053793,0.25,-0.25,0.25,0.0,-0.196207
2024-06-03,-0.193322,0.0,-0.010399,0.241653,-0.241653,0.241653,0.0,-0.037931
2024-06-04,-0.11396,0.0,-0.00613,0.240697,-0.240697,0.044203,0.098247,-0.02236
2024-06-05,-0.056487,0.122843,-0.003039,0.24215,-0.24215,-0.100932,0.048699,-0.011083
2024-06-06,-0.026849,0.058387,-0.001444,0.255212,-0.255212,-0.047973,0.163264,-0.145385
2024-06-07,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-06-10,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25
2024-06-11,0.1,0.0,0.0,0.25,-0.15,-0.1,0.15,-0.25
2024-06-12,0.05,0.0,0.125,0.25,-0.075,-0.175,0.075,-0.25
2024-06-13,0.0,0.0,0.25,0.25,0.0,-0.25,0.0,-0.25
2024-06-14,0.0,0.0,0.25,0.25,0.0,-0.25,0.0,-0.25
2024-06-17,0.0,-0.193565,0.241956,0.241956,0.0,-0.048391,0.0,-0.241956
2024-06-18,0.0,-0.008367,0.234364,0.234364,0.0,-0.225997,0.0,-0.234364
2024-06-19,0.0,-0.002081,0.247769,0.247769,-0.189476,-0.056212,0.0,-0.247769
2024-06-20,0.0,-0.200656,0.25,0.25,-0.038054,-0.01129,0.0,-0.25
2024-06-21,-0.2,-0.040131,0.25,0.25,-0.007611,-0.002258,0.0,-0.25
2024-06-24,-0.04,-0.008026,0.25,0.25,-0.001522,-0.000452,-0.2,-0.25
2024-06-25,0.0,0.0,0.25,0.25,0.0,0.0,-0.25,-0.25
2024-06-26,0.2,0.0,0.25,0.05,0.0,0.0,-0.25,-0.25
2024-06-27,0.0,0.0,0.25,0.25,0.0,0.0,-0.25,-0.25
2024-06-28,0.2,0.0,0.25,0.05,0.0,0.0,-0.25,-0.25
2024-07-01,0.04,0.0,0.25,0.01,0.0,0.2,-0.25,-0.25
2024-07-02,0.0,0.0,0.25,0.0,0.0,0.25,-0.25,-0.25
2024-07-03,0.2,0.0,0.05,0.0,0.0,0.25,-0.25,-0.25
2024-07-04,0.25,0.0,0.0,0.0,0.0,0.25,-0.25,-0.25
2024-07-05,0.05,0.0,0.2,0.0,0.0,0.25,-0.25,-0.25
2024-07-08,0.0,0.0,0.25,0.0,0.0,0.25,-0.25,-0.25
2024-07-09,0.0,0.2,0.25,0.0,0.0,0.05,-0.25,-0.25
2024-07-10,0.0,0.25,0.25,0.0,0.0,0.0,-0.25,-0.25
2024-07-11,0.0,0.25,0.25,0.0,0.0,0.0,-0.25,-0.25
2024-07-12,-0.1,0.25,0.25,-0.1,0.0,0.0,-0.15,-0.15
2024-07-15,-0.22,0.25,0.25,-0.02,0.0,0.0,-0.03,-0.23
2024-07-16,-0.243077,0.25,0.25,-0.196923,0.0,0.0,-0.006923,-0.053077
2024-07-17,-0.247543,0.25,0.08871,-0.231166,0.16129,0.0,-0.002457,-0.018834
2024-07-18,-0.240512,0.063366,0.200254,-0.236361,0.21865,0.0,-0.000623,-0.004774
2024-07-19,-0.239616,0.0,0.239616,-0.239616,0.239616,0.0,0.0,0.0
2024-07-22,-0.233796,0.181324,0.052471,-0.233796,0.233796,0.0,0.0,0.0
2024-07-23,-0.227548,0.094678,0.13287,-0.122076,0.227548,0.0,0.0,-0.105472
2024-07-24,-0.23338,0.195937,0.037443,-0.203658,0.23338,0.0,0.0,-0.029722
2024-07-25,-0.232186,0.101521,0.130665,-0.105521,0.232186,0.0,0.0,-0.126665
2024-07-26,-0.25,0.024988,0.225012,-0.218824,0.25,0.0,0.0,-0.031176
2024-07-29,-0.25,0.007214,0.064962,-0.240999,0.25,0.0,0.177824,-0.009001
2024-07-30,-0.25,0.0,0.0,-0.25,0.25,0.0,0.25,0.0
2024-07-31,-0.25,0.0,0.0,-0.25,0.25,0.0,0.25,0.0
2024-08-01,-0.25,0.0,0.0,-0.25,0.25,0.0,0.25,0.0
2024-08-02,-0.25,0.0,0.0,-0.25,0.25,0.0,0.25,0.0
2024-08-05,-0.15,0.0,0.1,-0.25,0.25,-0.1,0.15,0.0
2024-08-06,-0.062925,-0.139833,0.04195,-0.244708,0.244708,-0.04195,0.202758,0.0
2024-08-07,0.0,-0.224941,0.0,-0.224941,0.224941,0.0,0.224941,0.0
2024-08-08,0.0,-0.217991,0.0,-0.055029,0.217991,-0.162962,0.217991,0.0
2024-08-09,0.0,-0.222337,0.0,0.0,0.222337,-0.222337,0.222337,0.0
2024-08-12,0.0,-0.056321,0.0,-0.163085,0.219405,-0.219405,0.219405,0.0
2024-08-13,0.081916,-0.032878,0.0,-0.177118,0.209996,-0.128081,0.128081,-0.081916
2024-08-14,0.161593,-0.014067,0.0,-0.202325,0.216392,-0.054799,0.054799,-0.161593
2024-08-15,0.228903,-0.004781,0.0,-0.242747,0.247528,-0.192607,0.018625,-0.054921
2024-08-16,0.243284,-0.001724,0.0,-0.248276,0.089262,-0.230195,0.167454,-0.019805
2024-08-19,0.25,0.0,0.0,-0.25,0.0,-0.25,0.25,0.0
2024-08-20,0.25,0.0,0.0,-0.25,0.0,-0.25,0.25,0.0
2024-08-21,0.25,0.0,0.0,-0.25,0.0,-0.05,0.25,-0.2
2024-08-22,0.25,0.0,0.0,-0.25,0.0,-0.25,0.25,0.0
2024-08-23,0.241331,0.0,0.0,-0.241331,0.0,-0.241331,0.241331,0.0
2024-08-26,0.242907,0.0,0.0,-0.242907,0.0,-0.242907,0.242907,0.0
2024-08-27,0.242802,0.0,0.0,-0.242802,0.0,-0.242802,0.242802,0.0
2024-08-28,0.240566,0.0,0.0,-0.240566,0.0,-0.240566,0.240566,0.0
2024-08-29,0.237595,-0.184761,0.0,-0.237595,0.0,-0.052833,0.237595,0.0
2024-08-30,0.25,-0.008458,0.0,-0.25,0.0,-0.241542,0.25,0.0
2024-09-02,0.25,-0.001913,0.0,-0.056545,0.0,-0.248087,0.25,-0.193455
2024-09-03,0.25,0.0,0.0,-0.25,0.0,-0.25,0.25,0.0
2024-09-04,0.25,0.0,0.0,-0.05,0.0,-0.25,0.25,-0.2
2024-09-05,0.25,0.166667,0.0,-0.016667,0.0,-0.25,0.083333,-0.233333
2024-09-06,0.25,0.25,0.0,0.0,0.0,-0.25,0.0,-0.25
2024-09-09,0.25,0.05,0.0,0.2,0.0,-0.25,0.0,-0.25
2024-09-10,0.25,0.0,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-11,0.25,0.0,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-12,0.25,0.0,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-13,0.25,0.0,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-16,0.25,0.0,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-17,0.25,0.0,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-18,0.25,0.0,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-19,0.05,0.2,0.0,0.25,0.0,-0.25,0.0,-0.25
2024-09-20,0.01,0.04,0.0,0.25,0.2,-0.25,0.0,-0.25
2024-09-23,0.0,0.0,0.0,0.25,0.25,-0.25,0.0,-0.25
2024-09-24,0.0,0.0,0.0,0.25,0.25,-0.25,0.0,-0.25
2024-09-25,0.0,0.0,0.0,0.25,0.25,-0.25,0.0,-0.25
2024-09-26,0.0,0.0,0.0,0.25,0.25,-0.25,0.0,-0.25
2024-09-27,0.0,0.0,0.0,0.25,0.25,-0.25,0.0,-0.25
2024-09-30,0.0,0.0,0.0,0.25,0.25,-0.05,-0.2,-0.25
2024-10-01,0.0,0.0,0.0,0.24768,0.24768,0.0,-0.24768,-0.24768
2024-10-02,-0.194948,0.0,0.0,0.245473,0.245473,0.0,-0.050525,-0.245473
2024-10-03,-0.003826,0.0,0.0,0.25,0.25,0.0,-0.246174,-0.25
2024-10-04,0.0,0.0,0.0,0.25,0.25,0.0,-0.25,-0.25
2024-10-07,-0.1,-0.1,0.0,0.25,0.25,0.0,-0.15,-0.15
2024-10-08,-0.2,-0.2,0.0,0.25,0.25,0.0,-0.05,-0.05
2024-10-09,-0.25,-0.25,0.0,0.25,0.25,0.0,0.0,0.0
2024-10-10,-0.05,-0.25,0.0,0.25,0.25,0.0,-0.2,0.0
2024-10-11,0.0,-0.25,0.0,0.25,0.25,0.0,-0.25,0.0
2024-10-14,-0.2,-0.25,0.0,0.25,0.25,0.0,-0.05,0.0
2024-10-15,-0.233333,-0.25,0.0,0.083333,0.25,0.166667,-0.016667,0.0
2024-10-16,-0.116667,-0.25,0.0,0.166667,0.25,0.083333,-0.133333,0.0
2024-10-17,-0.205556,-0.25,0.0,0.055556,0.25,0.194444,-0.044444,0.0
2024-10-18,-0.25,-0.25,0.0,0.0,0.25,0.25,0.0,0.0
2024-10-21,-0.25,-0.15,0.0,0.1,0.25,0.15,-0.1,0.0
2024-10-22,-0.25,-0.23,0.0,0.22,0.25,0.03,-0.02,0.0
2024-10-23,-0.25,-0.127778,0.0,0.122222,0.25,0.127778,-0.122222,0.0
2024-10-24,-0.283886,-0.087058,0.0,-0.030281,0.283886,0.087058,-0.083273,0.113554
2024-10-25,-0.311395,0.043985,0.0,-0.021829,0.204651,0.06276,-0.166775,0.188605
2024-10-28,-0.275032,0.110676,-0.079627,-0.015409,0.144463,0.123929,-0.117727,0.133137
2024-10-29,-0.261689,0.051681,-0.037183,-0.007196,0.067459,0.19113,-0.188234,0.195429
2024-10-30,-0.254523,0.02,-0.167642,-0.002785,0.026106,0.227218,-0.072844,0.228882
2024-10-31,-0.25,0.0,-0.25,0.0,0.0,0.25,0.0,0.25
2024-11-01,-0.25,0.0,-0.25,0.2,0.0,0.25,0.0,0.05
2024-11-04,-0.265957,0.106383,-0.159574,0.12766,0.0,0.265957,0.0,-0.074468
2024-11-05,-0.255243,0.034954,-0.052432,0.209802,0.0,0.255243,0.0,-0.192325
2024-11-06,-0.25163,0.010864,-0.016296,0.237506,-0.172296,0.25163,0.0,-0.059777
2024-11-07,-0.250601,0.161815,-0.00601,0.087584,-0.221346,0.250601,0.0,-0.022044
2024-11-08,-0.25,0.25,0.0,0.0,-0.25,0.25,0.0,0.0
2024-11-11,-0.05,0.25,0.0,0.0,-0.25,0.25,0.0,-0.2
2024-11-12,-0.21,0.25,0.0,0.0,-0.05,0.25,0.0,-0.24
2024-11-13,-0.243333,0.25,0.0,0.0,-0.216667,0.25,0.0,-0.04
2024-11-14,-0.25,0.25,0.0,0.0,-0.25,0.25,0.0,0.0
2024-11-15,-0.05,0.25,-0.2,0.0,-0.25,0.25,0.0,0.0
2024-11-18,-0.016403,0.082015,-0.229643,0.164031,-0.246046,0.246046,0.0,0.0
2024-11-19,-0.00989,0.049448,-0.138453,0.098895,-0.248827,0.248827,0.100484,-0.100484
2024-11-20,-0.00328,0.016401,-0.045923,0.032802,-0.25,0.25,0.200796,-0.200796
2024-11-21,0.0,0.0,0.0,0.0,-0.221808,0.221808,0.221808,-0.221808
2024-11-22,0.0,0.159829,0.0,0.0,-0.215269,0.05544,0.215269,-0.215269
2024-11-25,0.0,0.043185,0.159445,0.0,-0.21761,0.01498,0.21761,-0.21761
2024-11-26,0.0,0.204323,0.024708,0.0,-0.231352,0.002321,0.231352,-0.231352
2024-11-27,-0.096079,0.214777,0.110433,0.0,-0.230479,0.001349,0.1344,-0.1344
2024-11-28,-0.189151,0.229679,0.194052,0.0,-0.23504,0.00046,0.045888,-0.045888
2024-11-29,-0.242017,0.242017,0.242017,0.0,-0.242017,0.0,0.0,0.0
2024-12-02,-0.241438,0.241438,0.052911,0.0,-0.241438,0.188526,0.0,0.0
2024-12-03,-0.245111,0.245111,0.0,0.0,-0.245111,0.245111,0.0,0.0
2024-12-04,-0.25,0.25,0.0,0.0,-0.25,0.25,0.0,0.0
2024-12-05,-0.220051,0.220051,0.0,0.0,-0.220051,0.04401,0.0,0.176041
2024-12-06,-0.220495,0.220495,0.0,0.0,-0.220495,0.0,0.0,0.220495
2024-12-09,-0.219823,0.219823,0.0,0.0,-0.219823,0.0,0.0,0.219823
2024-12-10,-0.219766,0.057277,0.0,0.162489,-0.219766,0.0,0.0,0.219766
2024-12-11,-0.222677,0.015131,0.164622,0.042924,-0.222677,0.0,0.0,0.222677
2024-12-12,-0.229756,0.002074,0.022564,0.205118,-0.229756,0.0,0.0,0.229756
2024-12-13,-0.247319,0.000678,0.007375,0.239267,-0.075091,0.0,-0.172228,0.247319
2024-12-16,-0.25,0.153765,0.002877,0.093357,-0.029299,0.0,-0.220701,0.25
2024-12-17,-0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.25
